alpes_maritimes,alpes_maritimes,168278.0
haut_rhin,haut_rhin,130162.0
haut_rhin,bas_rhin,10.0
bas_rhin,bas_rhin,205284.0
orne,orne,41761.0
gironde,dordogne,79.0
hautes_pyrenees,hautes_pyrenees,36040.0
charente,charente,58252.0
dordogne,gironde,87.0
calvados,eure,54.0
eure,calvados,75.0
vienne,vienne,65769.0
gers,gers,28705.0
lot_et_garonne,lot_et_garonne,56704.0
indre_et_loire,indre_et_loire,94205.0
dordogne,dordogne,70519.0
seine_maritime,seine_maritime,228893.0
calvados,calvados,112711.0
seine_maritime,eure,130.0
eure,seine_maritime,160.0
eure,eure,113221.0
eure_et_loir,eure,53.0
haute_vienne,haute_vienne,52651.0
tarn_et_garonne,tarn_et_garonne,43947.0
eure,eure_et_loir,56.0
haute_garonne,haute_garonne,218136.0
loir_et_cher,loir_et_cher,53608.0
eure_et_loir,eure_et_loir,72325.0
lot,lot,23485.0
somme,seine_maritime,41.0
indre,indre,34978.0
correze,correze,36875.0
yvelines,yvelines,203099.0
yvelines,paris,192.0
yvelines,val_d'oise,414.0
tarn,tarn,58270.0
gironde,gironde,300367.0
yvelines,hauts_de_seine,648.0
val_d'oise,yvelines,394.0
yvelines,val_de_marne,39.0
loiret,loiret,110043.0
hauts_de_seine,yvelines,684.0
hauts_de_seine,hauts_de_seine,163827.0
val_d'oise,hauts_de_seine,396.0
val_d'oise,val_d'oise,194238.0
hauts_de_seine,val_de_marne,561.0
hauts_de_seine,paris,1238.0
hauts_de_seine,essonne,163.0
hauts_de_seine,seine_saint_denis,534.0
hauts_de_seine,val_d'oise,411.0
val_d'oise,paris,539.0
maine_et_loire,maine_et_loire,118355.0
somme,somme,107987.0
essonne,hauts_de_seine,140.0
oise,val_d'oise,167.0
val_d'oise,val_de_marne,104.0
paris,essonne,388.0
paris,val_de_marne,1886.0
paris,paris,231746.0
paris,val_d'oise,558.0
paris,seine_et_marne,308.0
paris,hauts_de_seine,1323.0
paris,yvelines,203.0
paris,seine_saint_denis,2288.0
val_d'oise,seine_saint_denis,1159.0
essonne,essonne,215900.0
val_d'oise,oise,144.0
essonne,paris,365.0
essonne,seine_saint_denis,172.0
seine_saint_denis,yvelines,91.0
seine_saint_denis,val_d'oise,1139.0
val_de_marne,hauts_de_seine,565.0
val_de_marne,paris,1925.0
val_de_marne,essonne,1097.0
seine_saint_denis,paris,2241.0
seine_saint_denis,hauts_de_seine,522.0
essonne,val_de_marne,1064.0
cher,cher,47519.0
val_de_marne,val_de_marne,290041.0
seine_saint_denis,seine_saint_denis,321851.0
seine_saint_denis,essonne,171.0
seine_saint_denis,val_de_marne,1636.0
val_de_marne,val_d'oise,81.0
val_de_marne,seine_saint_denis,1611.0
oise,oise,163111.0
pas_de_calais,pas_de_calais,306788.0
seine_saint_denis,seine_et_marne,900.0
val_de_marne,seine_et_marne,760.0
mayenne,mayenne,44653.0
val_d'oise,seine_et_marne,86.0
essonne,seine_et_marne,255.0
oise,seine_et_marne,23.0
cantal,cantal,19249.0
seine_et_marne,essonne,236.0
aude,aude,64103.0
seine_et_marne,hauts_de_seine,28.0
seine_et_marne,val_d'oise,81.0
seine_et_marne,val_de_marne,740.0
seine_et_marne,seine_saint_denis,886.0
seine_et_marne,paris,305.0
seine_et_marne,seine_et_marne,297293.0
