loire_atlantique,loire_atlantique,201379.0
savoie,isere,193.0
savoie,haute_savoie,171.0
haute_savoie,savoie,203.0
meurthe_et_moselle,moselle,399.0
alpes_de_haute_provence,alpes_de_haute_provence,26514.0
moselle,meurthe_et_moselle,427.0
meurthe_et_moselle,meurthe_et_moselle,134673.0
haute_saone,haute_saone,36459.0
savoie,savoie,69046.0
var,var,176893.0
haute_saone,doubs,129.0
haute_savoie,haute_savoie,129254.0
doubs,doubs,82370.0
moselle,moselle,183501.0
vosges,vosges,60355.0
doubs,haute_saone,130.0
var,alpes_maritimes,235.0
orne,calvados,89.0
doubs,territoire_de_belfort,225.0
territoire_de_belfort,territoire_de_belfort,19711.0
territoire_de_belfort,doubs,253.0
alpes_maritimes,var,288.0
moselle,bas_rhin,168.0
alpes_maritimes,alpes_maritimes,165490.0
bas_rhin,moselle,146.0
haut_rhin,haut_rhin,124297.0
haut_rhin,bas_rhin,101.0
bas_rhin,haut_rhin,97.0
bas_rhin,bas_rhin,201550.0
orne,orne,39141.0
hautes_pyrenees,hautes_pyrenees,34796.0
charente,charente,56501.0
dordogne,gironde,186.0
gironde,dordogne,199.0
charente,charente_maritime,128.0
calvados,eure,106.0
eure,calvados,99.0
pyrenees_atlantiques,hautes_pyrenees,42.0
vienne,vienne,64450.0
gers,gers,26943.0
lot_et_garonne,lot_et_garonne,55517.0
indre_et_loire,indre_et_loire,92224.0
dordogne,dordogne,67311.0
orne,eure_et_loir,48.0
tarn_et_garonne,lot_et_garonne,29.0
seine_maritime,seine_maritime,224602.0
seine_maritime,eure,732.0
eure,seine_maritime,706.0
eure,eure,107273.0
gers,haute_garonne,43.0
haute_vienne,haute_vienne,51801.0
tarn_et_garonne,tarn_et_garonne,42299.0
eure,eure_et_loir,156.0
tarn_et_garonne,haute_garonne,193.0
calvados,calvados,109700.0
eure_et_loir,eure,173.0
haute_garonne,haute_garonne,219146.0
loir_et_cher,loir_et_cher,51181.0
haute_garonne,tarn_et_garonne,198.0
eure_et_loir,eure_et_loir,68700.0
eure,yvelines,107.0
seine_maritime,somme,141.0
eure_et_loir,yvelines,159.0
correze,dordogne,52.0
somme,seine_maritime,132.0
lot,lot,22516.0
yvelines,eure,112.0
eure,oise,50.0
indre,indre,33523.0
correze,correze,35503.0
loiret,loir_et_cher,73.0
correze,lot,89.0
eure_et_loir,loiret,36.0
haute_garonne,tarn,168.0
lot,correze,88.0
eure_et_loir,essonne,27.0
yvelines,yvelines,198158.0
tarn,haute_garonne,151.0
charente_maritime,charente,131.0
yvelines,essonne,239.0
yvelines,paris,791.0
yvelines,val_d'oise,1085.0
yvelines,hauts_de_seine,1788.0
yvelines,val_de_marne,299.0
yvelines,seine_et_marne,29.0
yvelines,seine_saint_denis,455.0
tarn,tarn,56765.0
val_d'oise,yvelines,1059.0
loiret,loiret,106687.0
hauts_de_seine,yvelines,1818.0
essonne,yvelines,240.0
val_d'oise,hauts_de_seine,1108.0
hauts_de_seine,hauts_de_seine,162121.0
val_d'oise,val_d'oise,188573.0
hauts_de_seine,paris,2734.0
hauts_de_seine,seine_saint_denis,1447.0
hauts_de_seine,val_de_marne,1356.0
hauts_de_seine,essonne,618.0
hauts_de_seine,val_d'oise,1200.0
hauts_de_seine,seine_et_marne,276.0
val_d'oise,paris,1530.0
somme,somme,103763.0
val_d'oise,val_de_marne,510.0
essonne,hauts_de_seine,580.0
paris,essonne,1295.0
paris,val_de_marne,4329.0
paris,hauts_de_seine,2888.0
paris,paris,232900.0
paris,yvelines,846.0
paris,seine_et_marne,1283.0
paris,seine_saint_denis,4892.0
paris,val_d'oise,1584.0
