meurthe_et_moselle,meurthe_et_moselle,136174.0
savoie,savoie,68311.0
haute_saone,haute_saone,36785.0
var,var,177581.0
haute_saone,doubs,80.0
haute_savoie,haute_savoie,129698.0
doubs,doubs,83130.0
moselle,moselle,185681.0
vosges,vosges,60753.0
var,alpes_maritimes,177.0
doubs,territoire_de_belfort,190.0
territoire_de_belfort,doubs,172.0
territoire_de_belfort,territoire_de_belfort,19897.0
moselle,bas_rhin,124.0
bas_rhin,moselle,107.0
alpes_maritimes,alpes_maritimes,167109.0
haut_rhin,haut_rhin,125743.0
bas_rhin,haut_rhin,87.0
bas_rhin,bas_rhin,201532.0
orne,orne,39605.0
gironde,dordogne,149.0
hautes_pyrenees,hautes_pyrenees,35020.0
charente,charente,56914.0
dordogne,gironde,155.0
calvados,calvados,110045.0
vienne,vienne,64387.0
eure,calvados,98.0
gers,gers,27571.0
lot_et_garonne,lot_et_garonne,55339.0
indre_et_loire,indre_et_loire,92565.0
dordogne,dordogne,67900.0
orne,eure_et_loir,38.0
charente_maritime,gironde,53.0
seine_maritime,seine_maritime,225738.0
seine_maritime,eure,644.0
eure,seine_maritime,606.0
eure,eure,108249.0
haute_vienne,haute_vienne,51882.0
tarn_et_garonne,tarn_et_garonne,42869.0
tarn_et_garonne,haute_garonne,144.0
eure,eure_et_loir,138.0
dordogne,correze,31.0
charente_maritime,charente,129.0
haute_garonne,haute_garonne,219385.0
loir_et_cher,loir_et_cher,51833.0
eure_et_loir,eure_et_loir,69212.0
seine_maritime,somme,98.0
eure,yvelines,105.0
eure_et_loir,yvelines,141.0
somme,seine_maritime,88.0
yvelines,eure,106.0
lot,lot,22808.0
indre,indre,33775.0
haute_garonne,tarn,130.0
correze,correze,35907.0
tarn,haute_garonne,137.0
correze,lot,54.0
calvados,orne,67.0
yvelines,yvelines,199585.0
yvelines,paris,661.0
yvelines,hauts_de_seine,1522.0
gironde,gironde,298250.0
yvelines,val_de_marne,249.0
yvelines,seine_saint_denis,367.0
yvelines,essonne,163.0
yvelines,val_d'oise,872.0
tarn,tarn,57024.0
val_d'oise,yvelines,889.0
loiret,loiret,107304.0
hauts_de_seine,yvelines,1550.0
essonne,yvelines,136.0
val_d'oise,hauts_de_seine,938.0
hauts_de_seine,hauts_de_seine,162701.0
hauts_de_seine,essonne,433.0
val_d'oise,val_d'oise,190532.0
hauts_de_seine,paris,2504.0
hauts_de_seine,val_d'oise,941.0
