bas_rhin,moselle,42.0
alpes_maritimes,alpes_maritimes,168626.0
haut_rhin,haut_rhin,130155.0
bas_rhin,bas_rhin,205416.0
orne,orne,41771.0
hautes_pyrenees,hautes_pyrenees,35675.0
charente,charente,58484.0
gironde,dordogne,102.0
dordogne,gironde,106.0
calvados,calvados,112748.0
calvados,eure,45.0
eure,calvados,42.0
vienne,vienne,66080.0
gers,gers,28726.0
lot_et_garonne,lot_et_garonne,56855.0
indre_et_loire,indre_et_loire,94521.0
dordogne,dordogne,70576.0
charente_maritime,charente,12.0
seine_maritime,seine_maritime,230363.0
seine_maritime,eure,160.0
eure,seine_maritime,153.0
eure,eure,113509.0
eure_et_loir,eure,56.0
haute_vienne,haute_vienne,53013.0
tarn_et_garonne,haute_garonne,39.0
tarn_et_garonne,tarn_et_garonne,44297.0
eure,eure_et_loir,38.0
haute_garonne,haute_garonne,220284.0
loir_et_cher,loir_et_cher,53811.0
eure_et_loir,eure_et_loir,72584.0
eure,yvelines,31.0
eure_et_loir,yvelines,24.0
lot,lot,23703.0
somme,seine_maritime,27.0
indre,indre,35183.0
correze,correze,37028.0
haute_garonne,tarn,27.0
yvelines,seine_saint_denis,138.0
yvelines,yvelines,203931.0
yvelines,paris,240.0
gironde,gironde,301799.0
tarn,tarn,58483.0
yvelines,hauts_de_seine,756.0
yvelines,val_d'oise,417.0
val_d'oise,yvelines,474.0
loiret,loiret,110391.0
hauts_de_seine,yvelines,761.0
val_d'oise,hauts_de_seine,500.0
maine_et_loire,maine_et_loire,118728.0
essonne,yvelines,23.0
hauts_de_seine,hauts_de_seine,164844.0
hauts_de_seine,seine_saint_denis,747.0
val_d'oise,val_d'oise,194480.0
hauts_de_seine,paris,1551.0
hauts_de_seine,essonne,209.0
hauts_de_seine,val_de_marne,654.0
hauts_de_seine,val_d'oise,472.0
oise,val_d'oise,185.0
val_d'oise,paris,650.0
val_d'oise,oise,189.0
somme,somme,108473.0
essonne,hauts_de_seine,196.0
val_d'oise,val_de_marne,146.0
val_d'oise,seine_saint_denis,1266.0
paris,essonne,499.0
paris,val_de_marne,2306.0
paris,hauts_de_seine,1533.0
mayenne,mayenne,44716.0
paris,paris,232401.0
paris,yvelines,255.0
paris,seine_et_marne,420.0
paris,seine_saint_denis,2717.0
paris,val_d'oise,636.0
essonne,essonne,216464.0
essonne,paris,498.0
seine_saint_denis,val_d'oise,1303.0
val_de_marne,hauts_de_seine,674.0
val_de_marne,essonne,1250.0
essonne,val_de_marne,1275.0
essonne,seine_saint_denis,230.0
seine_saint_denis,yvelines,122.0
val_de_marne,paris,2323.0
seine_saint_denis,paris,2789.0
seine_saint_denis,hauts_de_seine,726.0
val_de_marne,val_d'oise,156.0
val_de_marne,yvelines,66.0
seine_saint_denis,essonne,224.0
cher,cher,47814.0
val_de_marne,val_de_marne,290569.0
seine_saint_denis,seine_saint_denis,320417.0
val_de_marne,seine_saint_denis,1933.0
seine_saint_denis,val_de_marne,1914.0
oise,oise,163311.0
