E10000015,E10000015,228957.0
E06000012,E06000012,49148.0
E10000014,E10000014,239384.0
E10000025,E10000025,130574.0
E10000024,E10000024,169444.0
E06000038,E06000041,130.0
E06000003,E06000003,21074.0
E06000038,E06000036,60.0
E10000002,E10000002,87706.0
E10000032,E10000032,189850.0
E10000021,E10000021,215052.0
E06000038,E06000038,73325.0
E10000028,E10000028,177561.0
E10000014,E06000044,827.0
E10000003,E09000029,353.0
E10000019,E10000019,196305.0
E10000014,E06000045,757.0
E10000023,E10000023,107486.0
E06000014,E06000014,59471.0
E08000017,E10000024,53.0
E08000017,E10000023,35.0
E06000044,E10000014,828.0
E06000043,E06000043,43703.0
E06000044,E06000044,38314.0
E06000044,E06000045,120.0
E10000014,E06000038,66.0
E06000043,E10000032,88.0
E06000003,E06000002,282.0
E10000018,E10000018,91662.0
E10000018,E06000016,975.0
E08000017,E08000017,114319.0
E06000016,E10000018,935.0
E10000024,E08000017,43.0
E08000017,E08000019,68.0
E06000038,E10000014,57.0
E10000024,E08000018,69.0
E10000012,E10000012,281197.0
E06000016,E06000016,125850.0
E10000024,E06000018,428.0
E06000018,E06000018,182669.0
E06000046,E06000046,19053.0
E10000021,E10000031,99.0
E10000024,E10000007,337.0
E10000024,E08000019,94.0
E06000002,E06000003,275.0
E06000001,E06000002,41.0
E06000001,E06000004,228.0
E10000024,E10000030,353.0
E08000017,E08000016,137.0
E10000025,E09000020,258.0
E06000001,E06000001,20490.0
E06000018,E10000024,456.0
E06000016,E10000031,306.0
E10000018,E10000031,106.0
E10000031,E10000021,94.0
E06000002,E06000002,55861.0
E08000017,E08000018,430.0
E06000018,E06000015,417.0
E06000002,E06000004,765.0
E10000031,E06000016,268.0
E08000017,E08000036,92.0
E10000031,E08000026,721.0
E10000031,E10000018,94.0
E06000018,E10000007,232.0
E06000018,E10000030,96.0
E09000020,E10000025,271.0
E10000031,E10000031,121967.0
E06000037,E06000037,45641.0
E08000036,E08000036,113004.0
E09000008,E10000030,55.0
E06000004,E06000004,48511.0
E06000004,E06000002,768.0
E06000004,E06000001,203.0
E09000008,E10000003,181.0
E08000036,E08000017,121.0
E09000020,E09000020,14776.0
E06000045,E06000044,109.0
E09000008,E09000001,108.0
E06000045,E10000014,749.0
E08000019,E10000024,79.0
E08000018,E08000017,434.0
E09000008,E10000024,54.0
E08000036,E08000016,288.0
E10000016,E10000023,92.0
E08000018,E08000018,73788.0
E10000007,E10000024,303.0
E08000018,E10000024,58.0
E10000007,E08000019,377.0
E09000008,E09000008,11141.0
E09000008,E09000029,34.0
E10000030,E10000007,174.0
E10000030,E06000018,104.0
E10000030,E10000030,192212.0
E10000030,E06000015,43.0
E10000007,E06000018,212.0
E08000036,E10000016,741.0
E06000047,E06000047,125891.0
E08000024,E08000022,102.0
E10000007,E10000030,165.0
E10000007,E10000007,133363.0
E06000047,E08000024,424.0
E10000007,E06000015,203.0
E08000018,E08000016,427.0
E08000035,E08000035,7494.0
E08000019,E10000007,365.0
E08000018,E08000019,715.0
E06000045,E06000045,113366.0
E08000024,E06000047,389.0
E10000016,E08000036,732.0
E06000015,E06000018,353.0
E08000024,E08000023,228.0
E08000024,E08000024,55389.0
E08000016,E08000036,250.0
E08000024,E08000037,98.0
E08000024,E08000021,37.0
E08000016,E08000017,140.0
E06000015,E10000007,242.0
E08000024,E10000032,142.0
E08000016,E08000019,129.0
E08000016,E08000018,434.0
E08000019,E08000018,759.0
E08000019,E08000019,114631.0
E08000022,E08000022,49326.0
E08000022,E08000024,109.0
E08000022,E08000023,213.0
E08000022,E08000021,557.0
E08000022,E08000037,444.0
E08000023,E08000023,20345.0
E08000023,E08000024,214.0
E08000023,E08000022,204.0
E08000023,E08000037,143.0
E08000016,E08000016,58273.0
E06000015,E06000015,82619.0
E08000026,E10000031,728.0
E08000026,E06000016,38.0
E10000015,E09000010,304.0
E10000031,E10000028,124.0
E08000026,E08000026,90393.0
E08000036,E08000034,325.0
E08000026,E08000025,163.0
E08000036,E10000008,34.0
E10000019,E06000031,246.0
E10000023,E10000016,104.0
E10000024,E06000057,341.0
E10000007,E10000018,58.0
E10000007,E10000028,179.0
E09000001,E10000002,11.0
E10000003,E10000003,202457.0
E10000032,E08000037,181.0
E10000032,E08000024,148.0
E10000032,E08000023,25.0
E10000032,E06000047,74.0
E09000001,E09000003,345.0
E08000022,E10000032,20.0
E10000030,E10000024,350.0
E10000024,E08000022,75.0
E10000024,E08000021,166.0
E06000057,E10000024,365.0
E06000057,E06000057,75183.0
E09000001,E09000029,595.0
E10000016,E08000034,274.0
E08000019,E08000016,139.0
E10000016,E10000016,449510.0
E08000037,E08000023,141.0
E06000005,E06000005,30602.0
E06000015,E10000028,137.0
E06000047,E08000037,133.0
E08000037,E08000022,455.0
E08000021,E10000024,163.0
E09000001,E09000021,379.0
E06000047,E10000032,75.0
E08000037,E10000032,175.0
E08000037,E08000037,66021.0
E08000037,E08000024,97.0
E08000037,E06000047,134.0
E10000016,E10000008,640.0
E08000021,E08000022,581.0
E08000037,E08000021,773.0
E10000014,E10000003,51.0
E10000016,E10000032,124.0
E08000034,E08000036,349.0
E06000057,E08000021,80.0
E08000034,E10000016,285.0
E08000034,E08000034,107945.0
E10000030,E10000032,395.0
E10000028,E10000031,125.0
E10000028,E10000007,172.0
E10000028,E06000015,121.0
E10000015,E09000001,652.0
E09000001,E09000005,1248.0
E08000034,E10000008,229.0
E09000001,E09000018,1002.0
E08000021,E08000021,66308.0
E08000021,E08000037,759.0
E10000028,E08000025,245.0
E09000001,E10000015,644.0
E06000054,E06000054,70433.0
E10000015,E08000017,209.0
E10000013,E10000013,147109.0
