castellon,castellon,84118.0
valencia,alicante,324.0
avila,segovia,30.0
palencia,valladolid,67.0
palencia,palencia,16948.0
malaga,malaga,231662.0
alicante,valencia,340.0
valladolid,palencia,75.0
cordoba,cordoba,113287.0
valladolid,valladolid,62076.0
avila,avila,17841.0
cordoba,sevilla,168.0
cadiz,malaga,73.0
sevilla,cordoba,178.0
malaga,cadiz,71.0
alicante,alicante,252518.0
salamanca,salamanca,39865.0
zamora,zamora,18588.0
sevilla,sevilla,297771.0
sevilla,cadiz,96.0
leon,leon,53288.0
cadiz,cadiz,151356.0
cadiz,sevilla,105.0
caceres,caceres,51873.0
sevilla,huelva,205.0
caceres,badajoz,58.0
badajoz,badajoz,99796.0
huelva,sevilla,207.0
badajoz,caceres,66.0
huelva,huelva,101246.0
albacete,alicante,33.0
castellon,tarragona,129.0
tarragona,castellon,123.0
lleida,lleida,64984.0
lleida,barcelona,32.0
tarragona,tarragona,123534.0
tarragona,barcelona,581.0
barcelona,tarragona,619.0
barcelona,barcelona,809624.0
barcelona,girona,494.0
girona,barcelona,556.0
girona,girona,119297.0
castellon,valencia,314.0
albacete,albacete,51230.0
gipuzkoa,gipuzkoa,76539.0
albacete,cuenca,76.0
cuenca,cuenca,27346.0
almeria,almeria,110427.0
gipuzkoa,bizkaia,218.0
soria,soria,9360.0
araba/alava,gipuzkoa,55.0
araba/alava,araba/alava,38728.0
bizkaia,gipuzkoa,231.0
bizkaia,bizkaia,116530.0
araba/alava,burgos,112.0
bizkaia,araba/alava,138.0
valencia,castellon,301.0
burgos,araba/alava,130.0
guadalajara,guadalajara,28433.0
burgos,bizkaia,34.0
ciudad_real,ciudad_real,68905.0
granada,granada,129523.0
burgos,burgos,33813.0
jaen,jaen,91069.0
valencia,valencia,344120.0
granada,malaga,54.0
toledo,toledo,108013.0
segovia,segovia,19755.0
jaen,granada,19.0
burgos,valladolid,10.0
segovia,valladolid,18.0
segovia,avila,27.0
alicante,albacete,51.0
tarragona,lleida,11.0
barcelona,lleida,51.0
cuenca,albacete,53.0
gipuzkoa,araba/alava,45.0
araba/alava,bizkaia,90.0
ciudad_real,cuenca,27.0
almeria,granada,30.0
bizkaia,burgos,36.0
ciudad_real,toledo,10.0
granada,almeria,39.0
jaen,cordoba,12.0
malaga,granada,47.0
malaga,cordoba,18.0
valladolid,segovia,12.0
valladolid,salamanca,11.0
barcelona,valencia,16.0
albacete,ciudad_real,11.0
cuenca,ciudad_real,25.0
cuenca,toledo,16.0
granada,jaen,22.0
